customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,age,avg_monthly_spend,churn,monthly_revenue
CUST_00083,35,120.94,4765.69,Month-to-month,Bank transfer,28,149.57,0,182.75
CUST_00084,35,105.3,3850.36,One year,Bank transfer,49,122.64,0,113.95
CUST_00085,33,43.07,1349.37,Month-to-month,Credit card,62,217.4,0,215.5
CUST_00086,5,90.85,409.79,Month-to-month,Mailed check,23,431.16,0,468.37
CUST_00087,41,148.01,5111.72,One year,Electronic check,41,422.56,0,544.88
CUST_00088,28,141.86,3741.54,Month-to-month,Mailed check,50,222.27,0,277.19
CUST_00089,7,25.61,173.04,One year,Bank transfer,68,315.1,0,369.48
CUST_00090,12,41.43,532.12,Month-to-month,Bank transfer,29,374.37,0,500.86
CUST_00091,34,37.12,1341.92,Two year,Mailed check,44,158.54,0,210.95
CUST_00092,33,114.38,3125.48,One year,Mailed check,55,125.66,0,154.88
CUST_00093,48,126.31,5808.87,Month-to-month,Electronic check,35,487.44,0,658.48
CUST_00094,23,47.76,958.66,Month-to-month,Bank transfer,62,327.9,0,339.04
CUST_00095,62,85.76,4587.21,One year,Mailed check,56,491.64,0,696.59
CUST_00096,37,129.29,5410.02,Two year,Credit card,30,201.99,0,248.54
CUST_00097,44,115.26,4142.18,Month-to-month,Bank transfer,57,366.36,0,503.98
CUST_00098,35,90.49,3064.77,Month-to-month,Bank transfer,47,150.17,0,177.56
CUST_00099,65,96.75,5454.12,Two year,Electronic check,66,167.54,0,159.65
CUST_00100,47,86.09,4660.17,One year,Credit card,58,280.36,0,330.74
CUST_00101,3,58.68,180.06,Month-to-month,Electronic check,69,193.83,0,205.42
CUST_00102,1,93.45,83.41,Month-to-month,Credit card,30,125.43,0,161.59
CUST_00103,5,109.56,548.33,Month-to-month,Electronic check,51,168.3,0,190.69
CUST_00104,14,133.53,2042.52,One year,Credit card,53,66.09,0,91.55
CUST_00105,27,102.72,3281.67,Month-to-month,Credit card,47,366.99,0,467.78
CUST_00106,9,118.95,950.84,Two year,Credit card,42,271.45,0,347.23
CUST_00107,15,40.81,706.71,Month-to-month,Mailed check,19,92.41,0,87.98
CUST_00108,42,80.0,3943.7,Month-to-month,Bank transfer,53,127.26,0,189.49
CUST_00109,51,21.21,1261.89,One year,Credit card,35,96.14,0,133.56
CUST_00110,63,52.07,3458.1,Two year,Mailed check,22,325.67,0,440.4
CUST_00111,52,114.44,6259.9,Two year,Mailed check,36,92.39,0,95.27
CUST_00112,4,148.94,572.69,Month-to-month,Electronic check,59,389.43,0,457.56
CUST_00113,23,32.89,832.84,One year,Bank transfer,35,59.23,0,53.07
CUST_00114,15,72.19,1096.4,One year,Bank transfer,49,162.22,0,190.92
CUST_00115,43,124.01,5710.9,Month-to-month,Electronic check,38,450.8,0,406.68
CUST_00116,29,46.52,1310.47,Month-to-month,Bank transfer,27,373.34,0,443.2
CUST_00117,36,92.16,3624.98,Month-to-month,Electronic check,54,82.84,0,103.89
CUST_00118,13,115.3,1693.44,Month-to-month,Mailed check,66,419.51,0,450.19
CUST_00119,32,100.08,2749.64,Two year,Mailed check,39,271.87,0,312.37
CUST_00120,71,44.44,3575.43,Month-to-month,Credit card,30,431.05,0,609.06
CUST_00121,59,66.2,3968.76,Two year,Electronic check,34,320.33,0,280.61
CUST_00122,28,121.89,3883.45,One year,Mailed check,26,356.82,0,483.21
CUST_00123,66,92.05,5908.35,One year,Mailed check,41,497.08,0,457.08
CUST_00124,42,20.68,826.54,One year,Electronic check,61,154.55,0,127.61
CUST_00125,45,118.93,6240.39,Month-to-month,Mailed check,31,330.78,0,307.59
CUST_00126,62,24.59,1372.84,Month-to-month,Bank transfer,63,257.14,0,343.42
CUST_00127,57,116.95,7583.98,Month-to-month,Mailed check,25,67.75,0,73.41
CUST_00128,6,46.32,276.14,One year,Electronic check,54,56.51,0,79.72
CUST_00129,28,144.55,4070.22,Month-to-month,Bank transfer,36,103.65,0,120.99
CUST_00130,28,67.83,1753.73,One year,Bank transfer,45,342.09,0,279.0
CUST_00131,44,62.5,2830.35,Month-to-month,Mailed check,63,305.22,0,397.3
CUST_00132,30,39.36,1098.24,Month-to-month,Credit card,58,299.04,0,262.31
CUST_00133,62,59.73,3020.78,Month-to-month,Bank transfer,47,64.34,0,87.02
CUST_00134,62,133.96,7548.05,Two year,Electronic check,24,261.19,0,239.69
CUST_00135,1,149.52,120.0,One year,Credit card,43,466.08,0,485.57
CUST_00136,27,67.88,2183.44,Month-to-month,Credit card,57,228.92,0,305.13
CUST_00137,62,78.32,5760.48,One year,Bank transfer,63,331.22,0,486.22
CUST_00138,3,113.87,327.28,Month-to-month,Mailed check,63,400.92,0,424.98
CUST_00139,70,135.21,10329.28,Two year,Credit card,28,402.77,0,556.06
CUST_00140,27,97.1,2460.0,One year,Mailed check,31,283.68,0,264.83
CUST_00141,9,70.9,681.77,Month-to-month,Bank transfer,38,436.08,0,595.26
CUST_00142,62,73.64,5123.48,One year,Electronic check,25,226.12,0,284.97
CUST_00143,37,110.43,4816.07,Month-to-month,Credit card,20,449.91,0,420.63
CUST_00144,51,20.42,999.85,Two year,Electronic check,45,158.1,0,159.96
CUST_00145,44,100.55,4925.55,Month-to-month,Mailed check,46,176.1,0,157.12
CUST_00146,24,66.21,1440.26,One year,Mailed check,40,73.9,0,78.93
CUST_00147,59,123.25,8697.98,Month-to-month,Electronic check,35,408.01,0,384.57
CUST_00148,32,32.09,832.09,One year,Bank transfer,52,237.67,0,297.28
CUST_00149,52,96.47,5224.18,One year,Bank transfer,30,153.1,0,229.06
CUST_00150,62,82.53,5443.33,One year,Credit card,29,154.31,0,124.75
CUST_00151,58,103.5,6454.53,One year,Credit card,64,455.63,0,537.03
CUST_00152,52,28.43,1253.88,Two year,Bank transfer,67,425.26,0,510.98
CUST_00153,12,95.4,1345.61,Month-to-month,Bank transfer,22,299.09,0,430.67
CUST_00154,39,92.99,3164.12,Month-to-month,Electronic check,56,327.25,0,377.71
CUST_00155,2,92.89,194.9,Month-to-month,Mailed check,28,263.45,0,311.03
CUST_00156,3,98.45,262.59,Two year,Mailed check,28,226.25,0,255.7
CUST_00157,56,107.94,5578.52,Month-to-month,Credit card,64,461.96,0,456.52
CUST_00158,59,124.65,7491.02,One year,Bank transfer,59,106.53,0,89.4
CUST_00159,2,55.08,106.51,One year,Electronic check,64,238.3,0,258.81
CUST_00160,2,127.26,219.93,Month-to-month,Credit card,48,205.05,0,171.59
CUST_00161,54,84.77,3975.05,Month-to-month,Electronic check,48,274.17,0,324.99
CUST_00162,1,30.02,29.04,Month-to-month,Bank transfer,30,255.93,0,259.8
CUST_00163,19,27.61,578.58,Month-to-month,Bank transfer,31,283.5,0,332.69
CUST_00164,2,63.45,147.1,Month-to-month,Bank transfer,66,112.96,0,100.99
CUST_00165,53,122.04,5392.16,Month-to-month,Mailed check,62,280.91,0,408.12
CUST_00166,44,112.0,4717.29,Two year,Bank transfer,59,159.09,0,226.89
CUST_00167,32,122.52,3293.72,Two year,Credit card,42,132.95,0,124.04
CUST_00168,70,87.24,4925.97,Month-to-month,Mailed check,50,79.18,0,82.38
CUST_00169,32,77.23,2631.23,Month-to-month,Electronic check,50,393.19,0,483.41
CUST_00170,68,39.17,2772.71,Month-to-month,Credit card,32,242.35,0,210.11
CUST_00171,55,62.67,2982.24,One year,Credit card,33,331.99,0,347.99
CUST_00172,56,76.42,3823.86,Two year,Electronic check,61,377.42,0,368.28
CUST_00173,17,31.52,433.75,Month-to-month,Mailed check,55,355.69,0,512.5
CUST_00174,38,48.68,2097.68,Month-to-month,Credit card,23,261.73,0,365.57
CUST_00175,24,97.77,2792.02,One year,Credit card,61,224.55,0,270.78
CUST_00176,69,115.64,6815.67,One year,Credit card,42,219.18,0,255.18
CUST_00177,70,149.79,9359.07,Month-to-month,Mailed check,32,338.02,0,490.64
CUST_00178,11,141.3,1783.35,One year,Mailed check,21,272.66,0,396.09
CUST_00179,16,103.53,1939.05,Month-to-month,Mailed check,21,432.11,0,638.89
CUST_00180,59,74.76,4269.04,Month-to-month,Credit card,47,443.62,0,393.83
CUST_00181,70,102.7,5896.77,One year,Bank transfer,51,126.75,0,115.65
CUST_00182,3,122.13,298.89,Two year,Electronic check,44,111.31,0,141.78
CUST_00183,20,35.38,728.53,Month-to-month,Bank transfer,48,333.68,0,393.41
CUST_00184,59,73.29,4138.86,Two year,Mailed check,49,185.55,0,150.84
CUST_00185,36,129.17,3773.39,Month-to-month,Credit card,61,58.36,0,49.22
CUST_00186,19,69.9,1372.33,One year,Credit card,56,449.89,0,639.59
CUST_00187,67,94.34,5085.2,Month-to-month,Bank transfer,69,152.11,0,214.2
CUST_00188,19,96.41,2042.35,Two year,Bank transfer,26,468.18,0,491.63
CUST_00189,20,43.98,811.5,Two year,Electronic check,58,372.85,0,530.84
CUST_00190,71,67.09,3887.42,Month-to-month,Credit card,25,393.19,0,477.95
CUST_00191,52,63.49,3418.16,Two year,Bank transfer,31,140.66,0,191.88
CUST_00192,33,23.41,740.91,Two year,Electronic check,50,155.39,0,170.8
CUST_00193,40,23.14,1101.02,One year,Mailed check,40,284.57,0,250.24
CUST_00194,39,128.12,5085.02,Month-to-month,Bank transfer,38,127.44,0,140.64
CUST_00195,1,55.5,50.51,Two year,Mailed check,29,187.44,0,209.95
CUST_00196,11,87.35,1041.35,Two year,Electronic check,19,194.66,0,230.8
CUST_00197,57,58.83,3046.81,Month-to-month,Mailed check,30,121.83,0,106.47
CUST_00198,50,142.29,8264.9,Two year,Credit card,21,142.33,0,212.64
CUST_00199,23,53.71,1173.43,Month-to-month,Credit card,37,404.85,0,393.07
CUST_00200,31,75.86,2398.57,Month-to-month,Mailed check,67,125.24,0,117.6
CUST_00201,42,133.45,4597.3,One year,Credit card,68,62.81,0,73.41
CUST_00202,7,129.45,879.37,One year,Electronic check,65,333.21,0,391.87
CUST_00203,16,44.19,801.04,One year,Credit card,31,489.19,0,541.96
CUST_00204,60,124.34,8372.5,Month-to-month,Mailed check,47,199.05,0,266.79
CUST_00205,2,79.56,141.57,Two year,Mailed check,46,103.4,0,120.12
CUST_00206,1,82.79,73.72,Month-to-month,Mailed check,25,306.67,0,376.22
CUST_00207,48,37.35,2020.35,Month-to-month,Bank transfer,29,457.86,0,598.25
CUST_00208,12,30.48,428.73,Month-to-month,Mailed check,58,402.83,0,329.32
CUST_00209,69,114.63,6629.28,One year,Electronic check,55,330.13,0,395.97
CUST_00210,37,84.54,3065.49,Two year,Credit card,43,191.78,0,272.12
CUST_00211,32,76.79,2297.51,One year,Credit card,67,293.85,0,238.66
CUST_00212,9,114.84,1186.81,Two year,Bank transfer,19,91.06,0,98.68
CUST_00213,19,119.52,1892.57,Month-to-month,Bank transfer,57,355.53,0,514.94
CUST_00214,48,40.66,1726.16,One year,Electronic check,31,376.29,0,394.05
CUST_00215,3,99.33,328.08,Month-to-month,Mailed check,23,484.26,0,542.91
CUST_00216,20,37.6,617.03,Month-to-month,Bank transfer,59,167.18,0,248.61
CUST_00217,24,117.68,2815.89,Month-to-month,Credit card,57,58.31,0,54.78
CUST_00218,54,105.4,5559.8,One year,Bank transfer,48,295.52,0,249.91
CUST_00219,33,144.36,4448.32,One year,Bank transfer,34,368.06,0,515.87
CUST_00220,24,28.96,665.73,One year,Mailed check,42,405.68,0,571.17
CUST_00221,36,27.42,998.94,Month-to-month,Bank transfer,49,137.18,0,155.08
CUST_00222,38,56.68,1862.1,Month-to-month,Electronic check,29,167.79,0,194.63
CUST_00223,25,54.02,1389.39,One year,Credit card,66,280.67,0,388.75
CUST_00224,18,52.11,1052.58,Month-to-month,Mailed check,30,198.77,0,261.78
CUST_00225,66,137.81,10041.97,Two year,Credit card,36,437.23,0,430.94
CUST_00226,54,52.44,2439.73,One year,Electronic check,61,263.19,0,213.66
CUST_00227,35,55.35,1665.45,Month-to-month,Electronic check,65,409.81,0,465.46
CUST_00228,61,118.72,6570.37,Two year,Bank transfer,42,311.28,0,436.18
CUST_00229,41,78.47,3038.49,One year,Bank transfer,48,397.89,0,567.82
CUST_00230,33,120.97,3845.83,Month-to-month,Bank transfer,54,199.7,0,293.43
CUST_00231,68,28.5,2077.3,One year,Credit card,42,424.14,0,600.45
CUST_00232,33,83.38,2263.62,Month-to-month,Electronic check,33,173.56,0,209.32
CUST_00233,14,24.37,277.68,Two year,Mailed check,55,295.74,0,328.63
CUST_00234,21,28.14,565.39,Two year,Bank transfer,60,146.3,0,196.39
CUST_00235,48,137.84,7138.12,Two year,Credit card,66,263.99,0,347.91
CUST_00236,20,38.1,668.56,One year,Bank transfer,40,193.18,0,227.31
CUST_00237,8,89.21,754.08,Month-to-month,Electronic check,31,170.02,0,146.41
CUST_00238,7,73.44,464.69,One year,Mailed check,23,485.14,0,702.61
CUST_00239,67,65.15,5039.16,Month-to-month,Electronic check,42,122.03,0,136.54
CUST_00240,17,136.98,2697.23,One year,Credit card,40,404.3,0,426.27
CUST_00241,33,22.84,692.6,One year,Bank transfer,60,492.87,0,611.5
CUST_00242,48,106.29,4550.9,Month-to-month,Electronic check,29,58.96,0,74.98
CUST_00243,59,145.24,8265.14,Month-to-month,Credit card,30,364.56,0,345.41
CUST_00244,22,92.82,1830.1,Two year,Bank transfer,53,163.81,0,227.02
CUST_00245,30,141.79,4547.01,Two year,Mailed check,56,68.22,0,68.42
CUST_00246,38,26.79,1150.8,Month-to-month,Electronic check,51,231.3,0,215.27
CUST_00247,51,74.44,4059.29,Month-to-month,Bank transfer,23,470.85,0,510.63
CUST_00248,54,53.82,3283.34,Month-to-month,Bank transfer,55,55.29,0,72.51
CUST_00249,8,115.01,882.17,Two year,Bank transfer,67,314.55,0,464.22
CUST_00250,27,147.57,3436.64,Month-to-month,Bank transfer,69,275.63,0,376.65
CUST_00251,27,53.35,1577.55,One year,Electronic check,57,443.02,0,646.03
CUST_00252,21,105.04,2082.73,Month-to-month,Bank transfer,25,87.8,0,78.88
CUST_00253,30,45.75,1466.53,One year,Credit card,25,356.69,0,303.12
CUST_00254,28,93.49,2377.56,Month-to-month,Electronic check,57,356.05,0,423.84
CUST_00255,64,80.31,4278.87,One year,Bank transfer,50,351.09,0,352.22
CUST_00256,69,146.36,12088.64,Month-to-month,Electronic check,51,474.05,0,654.02
CUST_00257,61,99.11,5214.31,One year,Credit card,61,420.39,0,534.06
CUST_00258,48,65.44,3754.8,Month-to-month,Credit card,32,68.89,0,101.92
CUST_00259,19,34.83,788.11,One year,Electronic check,53,261.99,0,256.32
CUST_00260,4,39.66,177.28,Two year,Bank transfer,52,229.08,0,261.16
CUST_00261,35,49.29,1835.16,Month-to-month,Bank transfer,63,189.57,0,218.17
CUST_00262,64,52.63,3473.15,Two year,Credit card,39,253.1,0,244.85
CUST_00263,49,130.58,7335.41,One year,Bank transfer,40,222.89,0,270.38
CUST_00264,17,92.96,1447.22,Month-to-month,Credit card,57,244.55,0,271.52
CUST_00265,44,88.04,3823.68,Month-to-month,Bank transfer,62,490.67,0,545.97
CUST_00266,30,34.92,1097.63,Month-to-month,Credit card,68,89.88,0,94.73
CUST_00267,46,131.82,5848.31,One year,Mailed check,39,465.0,0,377.51
CUST_00268,6,113.97,663.99,One year,Bank transfer,22,266.11,0,310.14
CUST_00269,37,28.8,993.26,Month-to-month,Bank transfer,48,330.68,0,342.15
CUST_00270,24,112.02,2757.55,One year,Bank transfer,30,423.58,0,339.26
CUST_00271,46,90.66,4755.17,Two year,Electronic check,45,212.21,0,215.51
CUST_00272,53,30.62,1429.11,Two year,Bank transfer,37,243.69,0,242.48
CUST_00273,60,79.58,5604.53,One year,Electronic check,50,234.28,0,251.95
CUST_00274,63,83.01,5625.17,Two year,Electronic check,33,218.63,0,195.08
CUST_00275,32,41.55,1501.53,One year,Credit card,46,466.49,0,538.97
CUST_00276,33,142.94,4823.04,Month-to-month,Electronic check,40,423.02,0,543.46
CUST_00277,67,130.5,9721.08,Two year,Electronic check,41,99.05,0,122.93
CUST_00278,18,106.97,1552.85,Month-to-month,Mailed check,51,98.66,0,134.44
CUST_00279,25,80.1,2257.52,Month-to-month,Bank transfer,24,242.54,0,270.77
CUST_00280,54,73.53,3240.25,Month-to-month,Electronic check,55,94.4,0,109.82
CUST_00281,58,104.63,7015.02,Two year,Bank transfer,54,328.59,0,449.27
CUST_00282,67,90.91,7289.58,Two year,Electronic check,21,114.66,0,126.06
CUST_00283,46,28.1,1186.12,Month-to-month,Credit card,51,285.07,0,368.06
CUST_00284,24,86.63,1838.21,Month-to-month,Mailed check,59,53.25,0,58.8
CUST_00285,32,124.83,4418.56,Month-to-month,Electronic check,39,192.47,0,210.26
CUST_00286,47,79.7,3375.84,One year,Bank transfer,22,354.74,0,472.56
CUST_00287,23,26.75,705.21,Month-to-month,Credit card,67,267.82,0,247.03
CUST_00288,66,122.22,6785.05,One year,Bank transfer,59,490.22,0,508.36
CUST_00289,27,46.18,1060.31,Month-to-month,Credit card,40,443.35,0,424.25
CUST_00290,2,53.62,127.79,Month-to-month,Mailed check,32,211.58,0,222.45
CUST_00291,17,41.41,752.92,Month-to-month,Credit card,48,70.47,0,67.74
CUST_00292,33,62.93,2364.84,Month-to-month,Bank transfer,26,430.53,0,519.04
CUST_00293,9,118.38,990.55,Two year,Bank transfer,60,460.06,0,625.09
CUST_00294,43,87.52,4029.03,Month-to-month,Electronic check,42,419.28,0,566.29
CUST_00295,48,46.63,2322.61,Month-to-month,Credit card,42,107.58,0,113.51
CUST_00296,39,134.12,5446.5,Month-to-month,Bank transfer,66,499.06,0,744.66
CUST_00297,42,134.35,6054.69,Month-to-month,Electronic check,38,166.36,0,202.24
CUST_00298,26,133.18,3567.06,Month-to-month,Mailed check,26,375.89,0,405.8
CUST_00299,50,51.04,2479.59,Month-to-month,Bank transfer,65,458.62,0,635.13
CUST_00300,25,78.66,1790.24,One year,Electronic check,55,156.06,0,204.58
CUST_00301,24,148.05,3934.93,One year,Bank transfer,39,458.72,0,607.57
CUST_00302,13,120.36,1393.36,Month-to-month,Credit card,60,189.27,0,177.4
CUST_00303,60,23.53,1520.43,Month-to-month,Electronic check,40,489.39,0,551.95
CUST_00304,7,28.48,178.09,Two year,Credit card,66,176.57,0,247.78
CUST_00305,57,80.31,4807.16,Month-to-month,Mailed check,21,479.05,0,552.26
CUST_00306,36,138.2,5466.91,Month-to-month,Credit card,46,74.1,0,94.73
CUST_00307,45,90.03,3595.51,Month-to-month,Electronic check,32,369.17,0,447.27
CUST_00308,20,84.72,1396.15,Month-to-month,Bank transfer,18,289.45,0,402.23
CUST_00309,65,33.71,1867.71,One year,Electronic check,47,265.04,0,264.83
CUST_00310,8,105.38,878.78,Month-to-month,Credit card,46,150.57,0,181.11
CUST_00311,16,126.87,2313.66,One year,Credit card,37,367.52,0,325.72
CUST_00312,14,69.45,795.34,Month-to-month,Bank transfer,50,135.86,0,174.33
CUST_00313,15,120.83,1982.2,Month-to-month,Mailed check,58,298.78,0,392.11
CUST_00314,66,145.38,8986.06,One year,Electronic check,61,163.96,0,136.08
CUST_00315,32,46.49,1474.9,Month-to-month,Bank transfer,53,480.03,0,611.1
CUST_00316,63,88.03,6497.25,One year,Bank transfer,39,62.88,0,68.56
CUST_00317,51,57.33,2727.32,Month-to-month,Bank transfer,30,139.88,0,124.06
CUST_00318,25,123.07,3034.09,One year,Electronic check,24,159.04,0,173.98
CUST_00319,58,95.09,4442.36,Month-to-month,Electronic check,25,236.33,0,221.2
CUST_00320,63,102.5,5376.77,Two year,Electronic check,45,154.73,0,168.79
CUST_00321,62,123.73,6930.5,Month-to-month,Mailed check,62,271.11,0,289.83
CUST_00322,22,71.48,1275.57,Two year,Bank transfer,60,442.61,0,582.86
CUST_00323,58,138.96,8483.22,Month-to-month,Credit card,26,370.43,0,497.1
CUST_00324,58,89.29,5026.35,One year,Credit card,42,310.98,0,380.93
CUST_00325,49,40.53,2024.22,Month-to-month,Bank transfer,33,90.05,0,73.47
CUST_00326,52,110.47,4996.85,Two year,Credit card,27,362.3,0,525.96
CUST_00327,42,123.12,4748.94,Month-to-month,Mailed check,28,124.89,0,159.9
CUST_00328,70,61.18,4563.24,Month-to-month,Mailed check,48,403.87,0,332.76
CUST_00329,15,131.43,2338.38,Month-to-month,Electronic check,29,162.53,0,223.18
CUST_00330,54,137.8,6103.02,Month-to-month,Electronic check,48,237.67,0,223.45
CUST_00331,60,56.0,3884.68,Month-to-month,Electronic check,31,207.71,0,250.39
CUST_00332,8,147.86,1219.26,Two year,Electronic check,68,436.47,0,491.75
CUST_00333,53,38.29,2081.26,Two year,Electronic check,61,106.95,0,116.99
CUST_00334,60,46.26,2775.91,Month-to-month,Credit card,49,304.54,0,433.3
CUST_00335,5,43.95,181.9,Two year,Credit card,67,113.93,0,126.02
CUST_00336,68,136.22,7743.38,One year,Electronic check,34,367.16,0,313.09
CUST_00337,6,105.06,655.8,Month-to-month,Mailed check,52,457.29,0,668.85
CUST_00338,47,39.77,1750.28,One year,Credit card,18,245.57,0,354.7
